user_map,book_map,Rate,pred
223,597,4,3.995284068148533
223,513,0,3.7251318915684557
225,305,0,3.2660438884980647
225,456,4,3.0555593661537794
227,328,0,0.6571894932764497
227,1109,4,0.8171305993032386
227,738,0,0.5711833109441861
227,70,0,1.5622734818363124
227,682,0,0.664882564269399
229,674,0,2.0011274912796924
229,445,3,3.690776718540845
231,693,5,4.687328987404936
231,463,4,4.080994324382734
232,1112,4,3.141812546264987
232,77,5,4.621437861928997
239,97,0,1.6506814517943118
239,957,0,3.177625205223742
240,427,0,-0.08992394376923518
240,411,0,-0.189667749095417
243,81,0,0.010956674116297672
243,56,0,-0.11945720978886631
244,293,0,0.29516953716945027
244,309,0,1.119691784667692
244,518,0,0.866740821709698
244,52,0,0.568278902274933
246,595,0,0.23752761428650326
246,700,0,0.29942021355951665
247,500,0,0.25149803097223994
247,344,0,0.47956096121439523
248,104,4,3.4963670653012384
248,455,5,2.5365131835645975
255,900,3,4.289539091604253
255,363,4,3.4498709981909315
255,848,4,3.9022917527484813
257,870,5,0.8464692658960538
257,181,4,2.4651842098109076
257,517,5,1.2771132306316026
257,149,5,2.1466000318832834
260,558,4,3.6454814680721994
260,375,4,2.866875159636003
265,421,4,3.204484050052071
265,1114,3,4.9854937537931265
265,33,4,3.898908839741167
268,465,3,1.062691234876594
268,340,4,3.046907623825395
270,771,4,5.039335771855204
270,131,5,3.6336084756786833
270,246,4,4.023935936056441
271,641,0,1.3329445577508143
271,364,0,0.8219578164435716
277,1105,0,1.49486303189034
277,34,0,0.02099665118482888
277,537,0,0.12726612662888157
279,773,0,2.970767802455357
279,88,4,3.9340922050093083
279,459,4,2.8312476280582595
281,1131,3,4.0799431846163925
281,351,4,4.340825468064733
281,189,3,4.528023379634886
282,181,0,2.268229457818321
282,342,0,2.583901284955941
283,398,4,3.7826407244166718
283,1116,4,3.972920031465398
286,15,5,3.3464176256168328
286,590,0,0.7022690671989538
288,549,4,1.477929740437162
288,443,0,0.38307514376754903
288,467,0,1.2862897126799415
288,439,0,0.4180284454529253
290,96,4,3.194939623025003
290,474,4,3.376721376296489
292,136,0,0.7574077593504186
292,706,0,0.9977110180555354
292,729,3,2.4576704574840673
292,904,0,0.8283206556676024
295,90,0,-0.0060366094854447105
295,847,0,2.159325177904431
296,53,4,3.4007687925189476
296,764,5,3.602412713929046
296,179,4,1.9353121979215664
296,233,5,3.3700247103358643
296,434,4,3.8080913920225092
296,51,3,3.7166114100066534
299,131,4,2.9906950591485453
299,1135,3,3.8143248134394874
301,340,4,4.249038763286407
301,319,4,4.081369970730603
302,427,0,0.06623901029223789
302,343,0,1.0191518779672795
302,385,5,1.030051036614182
303,827,4,2.627880103618599
303,3,0,3.7072013028846613
307,518,5,4.615096198460418
307,756,5,3.975808015431438
307,13,4,3.9475246808783275
308,694,4,3.4980846603736717
308,349,4,2.240741882049942
308,779,5,2.8737241314343946
308,150,4,0.7530458791449006
310,91,3,3.242403664520538
310,71,4,2.6228803770114797
311,257,0,3.1531109412515823
311,138,5,3.954232508414156
311,995,4,3.1925775491103265
312,360,4,3.4492445229893134
312,491,5,1.9344188942702214
312,683,4,3.674349846571599
312,235,5,3.8694336455831584
313,741,0,0.28347952241639696
313,596,0,0.49018607085666305
313,613,0,0.02235417909775239
314,1174,4,3.2309738475495444
314,465,4,3.4241442704261162
316,43,0,0.3514219615334166
316,336,0,0.3461758451562458
317,305,0,2.3559839474563815
317,327,0,1.0076171818729724
320,1093,5,4.670343033184817
320,73,0,2.8982044096424704
320,1006,4,3.5222423583632203
327,448,0,0.05366503171666814
327,779,0,-0.5850295230863638
328,985,3,2.6316326047060685
328,607,0,2.146953107051851
328,13,0,2.9551972630965797
330,15,0,0.48512117383055503
330,590,0,0.02705668524241367
335,167,5,2.992958618537452
335,143,0,2.00777504110051
338,402,5,4.134134808513362
338,964,4,2.591446783427821
338,352,3,3.247226876524891
339,761,0,0.40505077368256076
339,854,5,1.4073952387953694
340,584,0,0.6306196973038399
340,1111,5,1.098097014602797
340,783,4,1.5258656055625222
344,481,0,0.0416351767182085
344,923,5,-0.006400981057981703
347,588,4,2.749974243004586
347,63,0,2.758656623188001
350,581,5,2.6690621247216977
350,883,5,2.989386946835952
350,646,4,4.305550222809635
352,878,0,0.0
352,464,0,0.0
352,469,0,0.0
353,194,0,1.4021063197984875
353,245,4,1.767676294123773
355,1001,0,0.108591077066935
355,371,0,0.05973265428487594
355,795,0,0.08157599681607466
356,920,4,2.394975017436751
356,1000,0,1.361537550661732
357,313,4,4.346664118285848
357,57,4,4.535294675157658
357,394,5,4.277401739652896
358,868,0,1.0167201710465412
358,513,0,0.17505557558234563
358,442,0,0.23618407892524312
361,69,0,-0.06612464063835391
361,481,0,0.0686606564462606
361,288,0,0.07975348950757921
368,92,0,0.6764434491017182
368,49,3,-0.26161649267342413
373,802,0,0.9982446930459694
373,178,4,-0.5915441426367865
373,277,0,0.8341213053575299
373,775,0,-0.29373383656823226
374,714,5,2.4261013550179795
374,1058,3,1.9865689551101522
377,966,5,4.21500047639367
377,440,5,3.9200318055453254
379,394,5,3.549927685081722
379,97,5,4.725911580036561
385,518,0,1.6319810966097243
385,288,0,1.0661268055916113
386,561,5,3.7953834413787155
386,538,0,4.161375804028424
387,632,0,1.7799140047054332
387,99,0,-0.03118204961517368
387,536,0,0.832936165132586
387,120,0,0.02551677871020938
389,758,3,2.494943305962522
389,44,0,0.49563366565179545
389,130,0,1.943054906436611
391,655,3,4.488411118279715
391,565,4,4.185464090541751
394,506,4,3.538600510518366
394,980,4,4.022076548830332
394,1114,5,4.976070356082911
394,386,4,5.1398687665746605
395,691,3,3.459491763311956
395,508,0,3.039515365045515
395,263,3,1.6173468321353752
397,303,5,4.258999858451129
397,260,4,3.656870189936665
398,579,4,3.548057885765539
398,64,5,4.627663795252372
398,842,3,2.896454114595259
404,837,0,2.894898539536022
404,544,3,3.477577999661794
404,17,4,4.059430361771821
405,537,4,3.8385806346501106
405,995,0,3.7772414617592807
406,497,3,2.7559259809972763
406,761,3,3.1907077418226377
408,733,0,1.887772248021188
408,920,0,1.7505664450583924
410,92,3,2.237430769965273
410,591,3,2.323455376877328
410,494,5,2.9975462128577854
410,430,3,2.36304639251744
420,357,4,4.700817843999585
420,625,5,4.125006133007794
420,683,3,4.219986202523347
424,106,0,1.2405484006417047
424,403,0,0.8200967747080705
430,579,0,0.3837504730642628
430,584,0,0.4800101915833819
430,394,5,2.586436741371171
430,48,0,0.24697093119325475
436,920,4,2.908076542037005
436,51,0,1.537541879828514
436,196,5,3.8219649418676207
436,1148,3,3.386866418545196
436,363,5,1.6571622100165744
446,465,3,3.6211061921801093
446,744,3,2.5626096055024177
446,336,2,2.5837306660123573
448,738,0,1.444005978655747
448,266,0,0.24784317384380428
448,169,0,0.36451642641183063
449,637,0,0.2865393103182118
449,693,0,1.6066730983207378
449,528,0,-0.17567829916046046
449,700,5,0.2138318214755649
459,865,3,2.16212186113205
459,232,3,2.933264871764698
459,111,4,1.9720211618620689
459,607,5,2.467237494776688
460,663,3,1.746649559895749
460,538,4,2.8183843536374025
461,287,0,0.8853049514097859
461,90,0,0.6852325471692379
461,664,0,-0.8712269171503128
462,761,0,-0.05334160063471376
462,431,0,-0.03857742132322595
462,410,0,-0.12522375211251854
462,116,0,-0.11963980491208932
462,618,0,-0.09359362360713978
462,749,0,-0.09240112908602556
463,630,4,3.862213008940392
463,353,3,3.940804930819427
463,431,4,2.936442102573501
464,53,0,-0.05140732279362964
464,51,0,-0.08233728914287725
464,387,0,0.05240631421125547
464,260,0,0.0792488886910882
464,140,0,-0.04392398309007717
464,17,0,-0.3499512778821858
466,702,4,2.9566928892806255
466,168,4,3.7353092623510875
468,840,0,0.18076570929631036
468,46,0,-0.05247493038106145
470,56,2,1.6355320403634934
470,191,0,2.5841166374292164
471,372,3,3.45959296470262
471,611,3,3.5279847554902304
471,201,3,2.634773294034908
471,517,4,4.170834619666238
472,576,0,0.4205071300509584
472,469,4,1.34928432275841
472,168,4,0.48500703748518603
473,478,0,0.03972131924194744
473,81,0,0.5511701934874687
474,376,0,0.7407895968855549
474,403,0,1.4597967607664553
475,586,0,2.402872767571841
475,964,5,3.6414764726172626
475,887,4,2.5036245255785046
481,411,0,1.730189036052147
481,727,0,2.024037028364229
482,104,4,3.078094311048059
482,679,3,1.9838871470437374
486,336,0,-0.10770419653223898
486,873,0,-0.20633588995093605
486,227,0,-0.24423971539440298
486,941,0,1.6272894144144143
487,1182,0,2.6240720231294805
487,812,5,1.9914982596557378
487,290,5,2.270753358846099
490,930,0,2.152393190784629
490,127,0,0.9415701637233346
495,800,3,2.3848142384111677
495,733,0,0.789091714674163
495,104,0,2.352132374315845
497,473,5,4.698897216366465
497,598,5,4.412867261357283
501,611,4,2.4909004372044636
501,396,5,4.430203413238319
508,30,0,0.44319411016308785
508,1091,0,1.3263662543571915
508,851,0,2.456799296563515
508,633,3,3.0224790687435172
508,254,0,1.5477207609851023
508,68,3,1.0272047414177827
508,797,0,0.886041871394383
509,227,3,1.5389928579271257
509,135,0,0.948398247791344
509,264,2,0.9338389754185322
512,649,3,3.46582023825318
512,244,0,2.4808687863682763
512,909,3,2.603876362797817
512,497,4,2.2046470054434386
516,1023,2,2.496348751859989
516,747,3,3.4801297200839976
523,822,5,4.593237094063369
523,469,4,4.5712874815049815
525,260,0,-0.13177454844201364
525,399,5,1.7608419539526565
525,17,0,0.4294441904958746
525,407,0,0.01189607058947828
527,585,0,1.1546866047499356
527,254,0,0.27997474728894667
527,118,0,0.22423127668089426
530,90,3,3.0211578248883253
530,974,5,3.9456572145131115
532,743,0,1.4158358558459423
532,720,0,0.12583124955089897
533,242,2,1.958683791822155
533,983,0,3.73697811720962
538,627,0,1.3989743831642878
538,407,4,1.7427963714860502
539,1111,4,4.10810616518282
539,315,5,4.148606147850319
539,1038,3,4.836461298767853
547,1027,3,3.413331294809341
547,744,5,4.0469333137098875
550,1193,3,4.608332131952556
550,827,0,3.9446154372749453
550,1199,4,3.2156213735536836
553,700,0,3.0229120782160264
553,154,5,2.168029030399472
554,51,0,0.7692297722759964
554,36,0,-0.0817176466617387
554,378,0,-0.015447112093285448
554,407,0,-0.05824275519653116
557,235,4,3.489218822876538
557,1001,4,3.546289196695255
560,234,0,-0.006917518218999802
560,270,0,-0.016942606999744703
561,131,4,5.143165162275306
561,264,5,5.150143953918496
561,1174,4,3.9034370430732035
563,329,0,4.859723732183599
563,62,5,4.086413992601902
564,131,4,3.5156319767114734
564,526,2,4.831275313652311
566,163,3,2.8441011026770733
566,297,3,3.142196240854408
567,282,0,0.23016264665144992
567,691,0,1.5391894641357462
567,4,0,-0.02826705769508675
567,517,0,0.7306919665420462
568,516,0,0.10447927482202513
568,441,0,0.8108465947684425
569,180,4,1.7678031166940533
569,919,0,1.1270113442477327
569,776,5,0.9951651735861192
571,985,0,2.1821710793716225
571,646,0,1.6903014331363406
571,486,5,1.083955829332183
572,393,5,3.3446233428813583
572,738,3,2.852569729871238
572,395,5,2.854377430485153
576,700,5,4.429793104317155
576,163,4,2.060846957830047
579,139,1,0.784987349704815
579,847,5,1.1885739316363704
579,149,0,0.8109672624054659
584,53,4,4.468328971226747
584,315,5,4.7461882448671675
586,540,5,4.5339198696443015
586,564,4,4.308155686502851
586,34,3,2.6246794061132177
586,1041,3,3.912939765574039
586,91,5,3.2961552403993206
587,331,2,2.960905858874223
587,464,5,4.400136868086886
588,1043,4,3.6011772186682314
588,601,5,4.566557777846401
588,34,4,3.2153558742414248
589,543,0,-0.028114588538043175
589,578,0,-0.0552092505374315
589,89,0,-0.07983592194378128
589,758,0,0.9331485381389267
591,1093,4,2.9140818424965875
591,1121,0,2.174907932433734
592,1081,5,4.447968004939466
592,542,0,2.704006346712223
594,544,4,2.51755341984734
594,88,4,3.1488660041713237
594,233,0,0.8737453760767626
594,732,3,3.6240065878926577
595,748,4,2.200130197908731
595,1015,2,0.8896979083022314
598,438,3,3.5368357391634677
598,91,3,2.826914161414688
602,143,0,0.6921729033929538
602,251,0,0.31555379747751516
604,607,0,-0.009769086945653815
604,989,0,0.786172499067876
612,715,5,4.040510853144348
612,257,4,3.79720466916319
612,434,4,3.6413361213220754
615,507,0,0.2222402456564473
615,1051,0,1.1284517275884847
615,1193,3,1.2752129551739104
616,474,0,1.8765535979727286
616,1080,5,2.519177607950205
616,478,4,1.0628252900478845
617,720,0,1.861891166035059
617,232,0,1.9935021199553706
618,871,5,3.0193170777741165
618,1069,0,1.5015458206570864
618,641,5,2.2034184324035597
619,399,0,2.8355972417333732
619,149,3,2.512734358282117
619,301,5,2.8400636105492287
619,127,3,3.9951489567355307
620,1112,0,0.0
620,422,0,0.0
620,532,0,0.0
620,156,0,0.0
626,422,4,4.225190016374712
626,336,3,2.9725212085386725
628,105,5,3.1128875836849295
628,865,3,2.448498664834098
628,154,3,2.0405713510563057
628,760,4,3.7777122882807666
628,108,5,3.6498952090294043
629,812,0,1.0097498420849111
629,213,0,1.1847191597682447
631,372,3,3.3083292173903174
631,576,4,3.361074233735722
631,78,3,3.6017192945945076
631,591,3,3.8504573570757485
632,448,4,1.6618660972239463
632,310,5,1.183623292841534
633,998,0,3.238842600211946
633,407,0,3.177734471117556
640,744,4,2.6040178163073424
640,831,0,2.2749184590249127
640,489,0,2.6087151661494437
644,517,3,5.379099352216975
644,281,4,2.9674479827464464
646,531,0,3.4661430016400208
646,168,0,1.8640853596559612
648,305,0,-0.4754083927951506
648,5,0,-0.2670426747527943
650,8,4,3.1730168911859837
650,182,4,3.7364544364347227
650,121,5,4.829071095044626
650,212,4,4.597111997544938
651,631,0,1.0051874576357407
651,716,0,0.7632565982305274
651,130,5,2.160379570042211
651,372,0,1.893994950501943
651,1156,4,3.182823683888672
652,269,0,1.4648564815196699
652,564,4,1.0231889885305934
653,543,5,3.2048765016795775
653,605,3,2.6701274124141854
654,1030,5,3.735209053489231
654,331,3,2.1914047908357723
655,779,0,2.7338944707177486
655,14,0,1.6293058661601516
656,549,4,3.8254532107753763
656,908,2,2.5816638151212383
656,627,3,3.885703537645881
663,932,0,2.554618616479104
663,181,0,1.9182399697120516
663,13,4,4.347582563717145
663,743,5,2.6405428003832707
663,306,0,3.284259534073893
666,1135,4,1.8057685947874265
666,305,0,0.6511996315519996
666,307,0,0.6868954671738281
672,700,1,2.614751078508502
672,273,3,1.9473441423763271
672,655,2,2.746617650823053
672,376,3,2.4751237952988405
672,232,5,2.2720994699718826
674,1050,0,1.5262947872620551
674,985,0,1.3448795796432034
674,569,0,1.9467680534308782
674,241,0,0.5456783333116308
678,702,4,3.7015728417914637
678,438,3,3.737192420123926
678,724,5,3.4427732519021377
678,618,5,3.946738331980968
678,360,4,3.927455412706321
680,285,0,0.20437608723030512
680,371,0,0.18771013893045088
681,148,0,3.456259589011472
681,867,4,3.812328012456226
681,754,5,2.3596908537954153
681,1146,4,2.175208352735366
684,272,0,-0.06271567800250162
684,905,0,-0.07286689898816347
685,401,4,3.839723019870736
685,570,4,4.075969384163445
685,796,4,4.671594939073724
685,497,1,3.867982599954271
688,228,0,2.665215624370713
688,297,4,3.265184220522012
694,80,0,-0.18835334333644535
694,261,0,-0.23802085479166105
694,187,0,-0.22427174562959354
695,326,4,2.744470134947792
695,796,4,2.4496109368189534
696,266,4,3.9775284204272237
696,940,3,3.3827577634867447
696,20,3,4.559654042038463
699,1086,3,2.4931066430537783
699,915,3,3.545774115539607
700,632,5,2.7052187297083634
700,270,0,1.9672485716136767
703,44,5,4.3815285797993795
703,754,5,3.753812009768542
704,965,4,2.5969406172300813
704,293,0,1.2797431277164983
704,1193,3,2.39822259179465
704,982,3,2.9198786155723964
705,118,0,1.8524759490853264
705,951,4,2.7588329211750655
709,65,0,-0.20859186902383794
709,353,0,-0.21478533933559976
709,78,0,-0.1396758245222191
712,1019,0,0.08339846548285862
712,399,0,0.9766438565691048
712,463,0,2.9547015945150887
713,396,5,4.047972060347528
713,578,4,4.429386701185512
713,483,3,3.868206844530128
713,111,4,4.073972031077159
713,593,4,4.343896755842653
716,500,0,1.6894869464080249
716,317,3,3.576507291571983
716,188,3,1.0922436068244128
717,133,0,0.8669840810387035
717,407,0,0.022858563143269228
717,448,0,1.0809816240774464
718,407,5,3.7212009796825924
718,296,4,3.952953798391772
719,285,2,2.667971317923911
719,581,0,2.39632338904582
719,82,3,3.1231108154589076
720,4,3,2.922381785510173
720,771,3,3.6856483821234938
722,129,5,2.8936842106753202
722,977,0,2.8854413132497756
722,605,0,1.2509659664333006
722,507,0,1.2530170621596795
727,189,5,3.6170228549764563
727,604,0,1.9011164270677259
727,249,0,2.6416290565119267
729,412,5,4.2825428446969305
729,438,5,3.572218797166106
732,966,5,3.79862286580794
732,803,3,1.4684507017546655
732,237,4,2.397119071463061
733,753,0,-0.12777072935168765
733,119,0,-0.18216985704808353
733,111,0,-0.03246851857052324
740,224,4,1.332838240056246
740,579,3,2.770040407631687
743,69,0,1.9050898663895155
743,397,4,2.85735993950486
743,432,3,2.5238715155265656
745,67,0,0.007166104947520013
745,408,0,-0.4128713038321823
745,44,0,1.0076079867925132
746,611,3,4.211941436128864
746,1169,3,3.1685596960384173
748,176,0,1.9053194631495705
748,885,0,3.1718372622463846
749,687,0,1.1402867721070766
749,651,3,2.165595915174934
749,577,0,0.9919107649039393
751,297,0,1.3776276783609438
751,966,0,1.5580233737799087
753,259,0,1.5787316414198111
753,1010,4,3.452045804528054
753,688,0,2.6307586160183267
753,56,0,0.8039137384199071
753,120,0,0.1538799244225043
755,704,5,3.2431656063817527
755,879,3,3.894183620675215
755,268,3,2.591663767112977
755,761,2,2.4259660578301894
762,422,0,2.0336480042612965
762,921,0,1.93290362750428
762,181,3,2.084281369140826
762,990,0,2.0124635658042305
764,724,4,3.565273904181588
764,71,5,4.058369065362629
766,277,4,2.2338002616362944
766,759,5,3.2180165859737087
767,450,0,0.4571346055433457
767,1138,0,2.6608412686001364
769,357,4,3.676335779952609
769,732,4,3.4827064066906104
769,508,4,2.1946270220149424
773,400,4,5.307769389495964
773,91,3,4.047253626280504
776,282,3,4.027970712076608
776,107,5,4.630208775493354
778,233,0,0.3296295727843615
778,576,0,0.24456755247926776
778,28,0,-0.14483896026921927
778,561,0,0.23571737222235317
779,352,4,4.172617621419547
779,625,4,3.247275784459234
780,51,0,0.6844549993517571
780,232,0,0.641138086842262
781,776,5,4.249203674764975
781,773,0,2.8477060006839765
783,84,3,1.551326843973239
783,526,5,3.1342187697504214
784,823,3,3.6005528415153853
784,12,4,3.514261081390136
786,352,0,-0.14252531845412544
786,824,0,0.24809549109035106
786,56,0,0.00026427056067829247
787,578,5,4.54841142200474
787,845,5,4.473088168542322
789,57,0,0.06207500176546937
789,1098,0,-0.05346492835934469
789,502,0,0.07335227393395621
790,703,0,0.2768327749312237
790,1045,4,1.7079481977612472
793,24,0,0.27065729876507283
793,16,0,1.5131055414507022
793,417,0,0.4009329174173225
795,839,5,4.090372587842291
795,91,0,1.2853502045189285
795,333,3,1.8492254161319808
795,280,0,0.9610235701465799
796,160,0,1.382289060139296
